,dim_PCA,dim_PCA_std,percent_NRM,percent_NRM_std,PRESS_PCA,PRESS_NRM,PRESS_PCA_std,PRESS_NRM_std,PRESS_diff,PRESS_diff_std,PRESS_pVal,PRESS_PCA_c1,PRESS_PCA_c2,PRESS_PCA_c3,PRESS_PCA_c4,PRESS_PCA_c5,PRESS_PCA_c6,PRESS_PCA_c7,PRESS_PCA_c8,PRESS_PCA_c9,PRESS_PCA_c10,PRESS_NRM_c1,PRESS_NRM_c2,PRESS_NRM_c3,PRESS_NRM_c4,PRESS_NRM_c5,PRESS_NRM_c6,PRESS_NRM_c7,PRESS_NRM_c8,PRESS_NRM_c9,PRESS_NRM_c10,cosine_PCA,cosine_NRM,cosine_diff,cosine_diff_std,cosine_pVal
85.0%,4.0,0.0,88.2955706277042,0.3868476689984318,5667514019238.165,5666792549968.526,3330314974518.0225,3327806819356.1885,-721469269.640332,5544326447.669145,0.36950402743405597,124213099055.44354,49328402936.67288,4171471516764.036,466455508381.6141,101687326775.4555,109514723083.67982,67766843570.1483,65172914021.68852,54372164162.657646,457531520486.7695,124239764690.94994,49322821390.26133,4171079462141.4893,466407001730.2977,101690668527.38399,109517734747.22418,67765763880.588234,65228411068.87799,54372660650.69753,457168261140.7528,0.8281690304311045,0.8281869194533629,1.788902225839384e-05,0.0002432778037341503,0.49166378509120057
85.5%,4.09,0.28618176042508364,88.45954904522765,0.43951666811781115,5889307666975.072,5888541029517.312,3399076627422.9155,3396642651374.926,-766637457.7640772,5544242428.308954,0.18787938276041638,132995199568.28107,53216326512.79199,4358998599972.324,473765715619.86725,102857771075.97316,108793559172.27887,67923841116.83896,64904812450.32492,54049465292.56999,471802376193.824,133023733319.8021,53211808728.13326,4358567863173.804,473702505644.58575,102861151253.80345,108796790988.13576,67922890743.95228,64961084928.096886,54049955120.61872,471443245616.377,0.8236780465012522,0.8236966239268699,1.8577425617687384e-05,0.0002431862039240794,0.4371225373859976
86.0%,4.4,0.4898979485566355,89.01185538148424,0.6054383549222832,6497375686984.265,6495968999194.142,4225489587692.9688,4217047594700.0522,-1406687790.1270556,11971919218.533798,0.5728322123507377,156106336336.2057,74412544664.61798,4839072228835.943,482716404496.8786,107110266449.10526,109661858629.51003,67933683703.74003,62986138148.67087,54617264637.791534,542758961081.80005,156140075854.9472,74447019307.90819,4837541579928.787,482661393609.8236,107115079976.56181,109664827119.56708,67932820552.03265,63047068652.66313,54617210030.7457,542801924161.10046,0.8108632590831446,0.810849637355957,-1.3621727187245192e-05,7.735204577850095e-05,0.24100890272556064
86.5%,4.8,0.4000000000000004,89.7026501381893,0.5185784514571287,8991019269707.795,8998620444067.023,16412555587730.475,16481512259016.723,7601174359.231836,79910227908.59041,0.13207069537634405,176528732598.2366,105592795331.11246,7192178544144.437,485879062359.19586,114554781196.39787,108621725998.31319,68018474719.77651,62414936754.78834,56790486522.93833,620439730082.5948,176561253084.92926,105672937751.18674,7199586887478.56,485807886597.6436,114556882534.22295,108621529905.67026,68018413371.44002,62484265340.10342,56789330535.34985,620521057467.9218,0.798521074077174,0.7985063575175182,-1.4716559655603146e-05,8.708125478244026e-05,0.05725047216196592
87.0%,4.98,0.244131112314674,89.99637885191991,0.34502578387341487,10550411824014.447,10552814897804.451,19034589888533.953,19088075308267.023,2403073790.008394,89067533306.42004,0.07950838739406003,200108303534.1876,176539664808.74973,8218518275799.039,890873219776.6211,117798161107.52136,108648133078.9575,67684319406.335754,61912140290.75669,57443686030.55245,650885920181.7222,200130444253.08704,174226772414.78375,8226180656740.572,887816888775.0841,117801104625.3603,108648416445.83673,67684199070.705734,61931594017.248535,57442478967.356064,650952342494.4156,0.7892468786873059,0.7892379015637762,-8.977123529346764e-06,9.600424685996769e-05,0.010420563781123025
87.5%,5.2,0.4000000000000004,90.32227883910896,0.40706234710295863,12036347798164.852,12040049015353.555,19244380163358.902,19298000073060.633,3701217188.706338,90089796282.64041,0.027285808816424915,308053289692.11035,379592891294.5313,8690828998788.468,1503186040226.3118,130646674746.52791,130973591694.13539,64855766297.05595,58541314373.18485,64162598085.274414,705506632967.2501,307844084306.1413,377998696086.08435,8698689780369.301,1500908002443.9487,130648128585.51157,130989189681.80992,64855808818.765976,58559252700.99828,64162147714.80584,705393924646.1875,0.7762444800202143,0.7762307606987118,-1.3719321502284609e-05,0.00010899243382223515,0.018170310023213815
88.0%,5.59,0.49183330509431733,90.86683317440553,0.4777127819280043,28598877203203.703,28414833535680.355,145165344652508.8,143240569026296.56,-184043667523.36,1964062424727.2314,0.07105582109513768,627549806638.4968,431285598440.10516,9332936568158.156,16248718272683.494,137366694746.90388,162327889519.98486,57215737446.85715,74808090058.86935,68852993074.00043,1457815552436.868,629704924534.7952,429759459972.706,9341173987956.23,16047529679344.672,137366994510.98965,162327162901.355,57215890832.812996,74816625570.55504,68853067172.35846,1466085742883.8918,0.7621346087999165,0.7621127910963349,-2.1817703581429315e-05,0.00011639222302654572,0.0021872952496648154
88.5%,5.97,0.262868788561898,91.36797266303775,0.28096134953906665,40692722758728.03,32966508584081.61,175919709025498.38,145276223459350.16,-7726214174646.416,74937603959256.33,0.14583227876539612,968651851981.7189,451817865544.9256,9753574225229.287,26500550772175.754,1042085907326.6672,200007408121.8375,51948576662.845764,90740723621.27219,115073126354.26762,1518272301709.4556,970891220983.23,452640738737.0507,9751429225898.86,18772010609455.81,1034926541896.3978,200041025298.97177,51949039730.195694,90805443631.11908,115156502590.84396,1526658235859.1506,0.7407563283419992,0.7407598427759925,3.5144339931719724e-06,0.0003153223047683877,0.0006897366388042998
89.0%,6.22,0.4142463035441592,91.59956305977182,0.23700610343502754,274069347865435.12,448549142936088.5,1877652775061068.2,3688322648040454.0,174479795070653.3,1819885950864382.0,0.23963200276016683,188959395562487.3,7793238229418.647,26795146134692.215,30295792580231.13,1463627928409.6597,1095380975080.2086,49757354152.89768,89856416198.67831,2290444793448.1187,15236707891316.258,371638547570741.8,7919404727499.918,26748715642137.945,22258476134440.344,1456570400579.2578,1094535522192.0083,49757227486.798615,89925196706.8242,2441604389590.0156,14851606124713.492,0.7010821892201726,0.7004284970095798,-0.000653692210592739,0.007021763499610578,0.0012440340007009926
89.5%,6.84,0.5425863986500219,92.10946913787862,0.2543795148136336,5.945580336077942e+16,6.145531471044141e+16,4.468788447958786e+17,3.9564380292551706e+17,1999511349661996.5,1.7254661370488275e+17,0.4660476227591346,290556374917640.2,85111201694274.95,5.8794078531886856e+16,20955866879067.863,54192255843281.01,9267560865705.367,46970550351.13164,4177200964709.998,7056946363376.55,190360450814172.4,1343168661196173.5,116681390341463.19,5.8121961862598376e+16,22097775623376.934,50817544721633.05,9388236054596.486,46960558384.52003,4204902829588.3364,7152842466751.245,1779794534051077.5,0.6297736343766825,0.6288527421939333,-0.0009208921827497552,0.009225120805107059,0.24100890272556064
90.0%,7.39,0.6307931515164064,92.46360848305609,0.1598921276350148,4.516676697336924e+16,3.5577818203644508e+16,4.2532666972535014e+17,3.0192501596799174e+17,-9588948769724728.0,1.2545937650178464e+17,0.02634027200344449,104600889992867.19,79603317202254.16,4.461199321266667e+16,22443021767894.266,54623040354893.45,2176765924483.733,6636168974313.019,4190165139353.5767,23746914817084.344,256753476529429.75,974540614977427.4,111397671969215.98,3.212772514296261e+16,23703129649112.65,51251067228136.95,2163063966081.2566,6680159039885.03,4214987735536.71,23492228721307.074,2252650137395201.5,0.6437323747571161,0.6427008082889314,-0.0010315664681847898,0.00923840247220755,0.013822608825215377
90.5%,8.24,0.7889233169326405,92.8483351334264,0.13633883922053042,793307397813051.0,1200663615420720.2,5382983080558598.0,7311682157607941.0,407356217607668.9,3645119362109527.0,3.174367354586667e-07,499667715491.355,419028132816.69745,570602507550541.1,8219462467525.259,336013150324.7985,301034959786.13074,6630412144801.146,82747142778.15639,4591508382572.9375,201625016166413.38,502476050128.6368,330873377297.1383,576579467966776.8,8142586363738.015,337547166719.8533,301205620897.4531,6674434571921.303,79770205865.43301,4647522998356.699,603067731099019.0,0.7689013438413962,0.7684641114562072,-0.0004372323851890259,0.0018946878857691546,0.001926280773596183
91.0%,9.33,0.8608716512930367,93.26498165396056,0.10638944003435108,11082915197854.875,11931182986774.855,50848174877369.37,55720280676364.44,848267788919.984,5012676392127.983,8.495358469771918e-11,130083333536.19783,91538432120.85486,7569861431704.991,1292610718360.1804,148111615969.4955,109220890327.6298,36019351130.01199,657688984230.0648,157515300528.97675,890265139946.4717,130421792955.07973,91621359820.22328,8054077760651.565,1442730775622.5667,148607360043.5813,110091621319.77426,36083747199.16685,845077860147.5122,159331107443.48615,913139601571.903,0.8311621317144889,0.8304168064559151,-0.0007453252585734504,0.0023405705243653195,0.0005562865956536459
91.5%,10.77,0.9783148777362017,93.71552383810352,0.09334162152456794,2742288539240.1543,2751792418496.88,1207842553853.4294,1223696414362.381,9503879256.725456,59636573857.04657,9.110989609422744e-07,82503695332.0895,95714192433.72307,1287750610706.7847,476657449020.0808,99076433393.01105,72642572247.84416,32302969244.026886,51183375197.37685,92281067221.64926,452176174443.56696,82835456716.99637,95503957720.90697,1295176983149.4807,475637755588.70526,99286334638.99896,72881348666.66322,32339912063.152134,51219986876.933205,92614883981.53416,454295799093.5076,0.8645461893978326,0.864327366068536,-0.0002188233292963393,0.0013929968065210059,0.05861384418740005
92.0%,12.35,1.1434596626029274,94.11851327563392,0.07161880176457411,2333250575878.67,2331005441282.9966,582384247212.0371,575983489895.7186,-2245134595.6723804,135051523569.59227,5.551479519412731e-07,73967454085.10062,85840481120.21317,1114264042400.8354,370902857284.74896,89922193662.93234,63416991850.95739,31237411699.26826,44641841750.790535,79682219889.67688,379375082134.1459,74150638061.43542,85567108767.1225,1109166168897.407,371819697737.894,90220646394.94789,63594119679.290634,31280807107.042564,44593761524.80755,80218388788.17975,380394104324.8695,0.8782857914258344,0.878321256690566,3.546526473181211e-05,0.003332776465770191,0.004136465457502781
92.5%,14.46,1.4101063789657857,94.5356478665081,0.0572613199048755,2192093438820.2246,2206223543939.8433,452256590846.4349,462051104938.45667,14130105119.617764,20845376854.644093,1.1948733160530286e-10,64138347820.12124,79554714407.85863,1084903930857.7397,334751833501.4253,78097711026.18385,61171732928.11111,30041908196.857193,47364912919.724045,68391047740.928604,343677299421.2748,64814395805.26612,81036560910.0717,1095462948787.093,336416570296.9995,78469989368.0328,61199951433.79768,30013220951.320133,47314553739.98975,68795514122.52849,342699838524.7438,0.8874435082354946,0.8868650349469728,-0.0005784732885216981,0.0012306035806161479,1.1432398190614794e-06
93.0%,17.18,1.6815469068687918,94.93802081010675,0.048651048664544984,2110108469043.5437,2128413285808.2378,442135321517.03674,457583380361.9822,18304816764.694107,25370248546.69846,9.190398504353317e-15,58865076735.529205,66126385818.63111,1084037101668.4978,293127757211.16095,72976185867.89536,63795754244.98016,29756568707.202248,55879521291.50479,63541371401.63285,322002746096.5087,60093689455.31323,67932045522.836136,1098419122182.9845,294345243780.54016,73374678498.30489,63815495847.889114,29849996122.445713,55961256294.685936,63946536084.94403,320675222018.2937,0.895520014183478,0.8948189552461804,-0.0007010589372973375,0.0011876606489272395,7.860224511916034e-10
93.5%,20.55,1.7741194999210166,95.34013269434996,0.03379111881425903,2013206779494.7122,2034925032603.1975,449811818667.9349,475670865735.07043,21718253108.48587,31458193842.57562,6.836767705041719e-13,51238917038.936966,57637748713.67246,1052384631205.2421,259937850613.38043,67380226149.06087,66637006243.65919,30670640473.210697,63274248433.76281,63318295438.71127,300727215185.0752,52873891588.883125,60255464518.55944,1068353768578.5563,261609332970.679,68760089109.39536,66678618311.01667,30878876305.31897,63944131057.82261,64318214902.66526,297252645260.3008,0.9031092442685952,0.9021931744039209,-0.0009160698646744669,0.001324677949349233,3.4228453616085875e-12
94.0%,24.45,1.8621224449536065,95.73270047691057,0.02669520557172843,1912563633709.7883,1931066561179.2178,364688598624.16583,382564810519.1323,18502927469.43025,25631157971.132305,4.3608373720483984e-11,43228843506.55611,47443700108.62668,1001750738011.7303,242745478192.4675,61925131447.842606,66574773629.13501,30976548065.755226,62114599962.22524,62056344528.83935,293747476256.61066,44655083061.73238,50130249087.68188,1014950609416.9454,243822472923.69577,63716668241.59071,66648323421.71314,31252805738.28114,62903740259.029884,63580271146.2424,289406337882.3056,0.909233392013018,0.908447233187966,-0.0007861588250520901,0.0010698382919206533,8.150968582112724e-13
94.5%,28.86,1.9900753754569207,96.1191782947576,0.02891653090345145,1808527827153.0144,1823260670151.0525,297232477566.4686,313608840661.2116,14732842998.036758,20785365129.54344,1.0634202142936968e-09,39297960174.10806,41506433082.31375,935318647414.4984,232220564537.58444,58282237262.26827,65940544482.86657,30871194781.68699,58107087395.09284,56722070076.0217,290261087946.5744,40768186244.26682,44489743381.74648,944675933969.0852,234035054538.5137,59481818591.84126,66012900088.35009,31195034807.844803,59158390902.06048,57989346813.59968,285454260813.7435,0.9131010278417968,0.9122785100618729,-0.0008225177799233285,0.0010312755311152964,6.836767705041719e-13
95.0%,33.83,2.025117280554388,96.50308972601269,0.024585816683224425,1738641846755.0283,1748918746972.1738,250499880350.8488,265512243339.33426,10276900217.145813,18318984820.42471,1.9160777611588274e-06,33408337702.449894,36302370870.72885,894405332467.2778,226387529599.2681,54906357182.74492,64755527610.434875,30137760548.873394,55135434950.609825,52028705470.39056,291174490352.24976,34787795046.57744,38721870005.32053,900815608218.4382,227686037985.82565,56120046165.967636,64817446840.332275,30467520429.284443,55995998283.971794,53544610215.38305,285961813781.07245,0.916607123142846,0.9159880856756517,-0.0006190374671937682,0.0007761235535292994,4.583566588960835e-12
95.5%,39.38,1.9988996973335091,96.88136341536092,0.020594941214113045,1674495451948.9631,1680985897716.5635,229803993391.38882,243706299377.59247,6490445767.601633,16935790211.949263,0.0011433209876770154,28196854186.531647,32409883839.256805,856366261874.6289,219159559499.06335,52669668611.538025,63831015766.13605,29177583953.401455,50766363391.7979,47339169804.09937,294579091022.5091,29059736046.15027,34556829778.02244,860497842766.894,220248646398.85413,53318692699.24628,63886261229.306786,29593221020.88016,51534442420.88739,48577035055.20022,289713190301.1223,0.9195311503489169,0.919124219798869,-0.00040693055004835664,0.000715526636145152,8.30615910994768e-08
96.0%,45.62,2.0385288813259423,97.25551905661756,0.017908996519844216,1635080301647.0166,1637931996682.3494,201844324357.5462,211414393655.22754,2851695035.3332057,13943088918.889368,0.060945996147306315,27280477893.17498,29321253242.258453,828246162872.4369,217523158286.7691,52392323218.01401,62976188329.68998,28413090612.54548,47172478363.972694,44444521619.65335,297310647208.5019,27971071713.94981,31180428380.490543,829621435286.0842,218284405095.49695,52908707198.56786,63009332476.49729,28776262943.87265,47816079155.71383,45581382475.64272,292782891956.0345,0.9207653621569927,0.92043515736017,-0.0003302047968221655,0.0005396234783748106,4.155135509214125e-08
96.5%,52.67,2.025117280554388,97.6241333948581,0.015274118463971498,1584313305026.8357,1584068961344.3325,180008836404.65305,187458224248.3624,-244343682.50253418,12028858284.659626,0.7439395352842529,24780797341.58748,26772066851.984222,796365218698.4502,215258269755.06,51051015454.72474,61808982529.975365,27315192645.456383,44199937335.494286,40080064963.36231,296681759450.7405,25256087677.964844,28027966595.234673,795963284010.1781,215885768756.75336,51403639868.19364,61810398379.30975,27668787560.26698,44616241438.221565,41146106347.068436,292290680711.1414,0.9227971064393384,0.9226357499828094,-0.00016135645652859076,0.0005784721920345228,6.0072691135597744e-05
97.0%,60.76,1.9855477833585367,97.98856525113487,0.012673390223338351,1544354665975.4397,1542446495556.018,185973376215.8795,194184265194.51794,-1908170419.4214087,14507430827.02859,0.01355983191000595,23529655929.89263,24768537970.567955,772665646151.5273,213236369800.5229,50569211989.322205,60316015290.295364,26299589560.18425,41794896404.804474,36614561995.42651,294560180882.8954,23825849934.926426,25987733741.49728,771591263509.6477,213548187525.50406,50787539744.02648,60274086774.86314,26609044024.387352,42055248138.181694,37522992983.341576,290244549179.642,0.9242755862376607,0.9241738566193386,-0.00010172961832237593,0.0005076393602006113,0.02497509022605292
97.5%,70.14,2.0000999975001252,98.34767950154439,0.01248833554706783,1539821765499.1929,1535507247356.8467,175014638672.36984,180903371690.2667,-4314518142.34583,10170774190.073835,5.1344270040075086e-06,22885850055.40789,23473962548.809216,771200371982.2273,212032193123.82507,50542824938.3706,59490912087.58874,25294036605.705135,40924189036.239044,33958651487.354855,300018773633.6649,23211480350.317944,24349057392.27876,767882682473.2667,212192449963.08527,50744341692.67255,59417239510.13226,25536998515.70424,40993759048.80269,34700652806.599884,296478585603.9864,0.9244079843683256,0.924401281563878,-6.702804447907829e-06,0.0003770134661365875,0.9178441245028052
98.0%,81.35,1.9202864369671535,98.70280626108615,0.009855926508334882,1540074007959.8616,1536378881048.458,165488903739.74338,170991225435.3635,-3695126911.4032836,8520172124.478454,5.344397937967703e-05,22483632861.296494,22926457023.164845,769830325655.0118,213467002476.25833,50187273358.48392,59164452449.00011,24811501673.805782,40573763901.91784,32084231463.591797,304545367097.3309,22712993688.02761,23633389576.194183,767578192761.1581,213566943215.26477,50287684285.971794,59061898253.9706,25004282857.379406,40701178612.74561,32755963459.819626,301076354337.926,0.924370592535058,0.9243904600449571,1.9867509899087476e-05,0.0003230961931115414,0.5405233196725827
98.5%,95.22,1.8578482176970215,99.05103220832784,0.0081047335297323,1522455770984.974,1518275687669.6282,152589083390.55978,157491275792.28586,-4180083315.34567,8456410961.5620575,6.449772034316297e-06,22766403245.61128,21974613524.7414,753686719452.4059,214346672850.99182,50198551751.052635,59131280737.79949,24929646212.082794,39919792562.78516,30851960441.40862,304650130206.0949,22947091935.811806,22519604085.217808,750878372188.898,214478909271.90643,50319906497.35835,59027751046.95699,25069548507.914604,40025450527.03882,31386697170.319477,301622356438.20636,0.9247928230279561,0.9248299330447236,3.7110016767176733e-05,0.00034082991778688437,0.28492594015284
99.0%,113.56,1.710672382427449,99.39139700075125,0.005259121985441478,1528611877536.5752,1524188187577.9185,172886460231.8278,178228605982.8954,-4423689958.656812,8459622119.359089,1.795258858932318e-07,22685245002.993595,22529639985.18049,750515604213.5236,216852754118.8506,50475547981.060616,59522780437.13442,25550970433.90841,41153041845.81546,29021017161.895367,310305276356.2131,22827036180.781265,22892740929.32994,747582535351.785,217004554586.88004,50571891068.03054,59392529667.34702,25651569291.711056,41274327052.754486,29365517681.658134,307625485767.6412,0.9242207990155191,0.9242743561246427,5.355710912360978e-05,0.00034218875060818465,0.05861384418740005
99.5%,141.56,1.437497826085314,99.71923140874306,0.002867265570433957,1555008990558.2625,1551773772748.7947,165337340658.05435,170227668335.96323,-3235217809.4688206,7845947812.205774,0.0001051325851580842,22408253681.832874,23128259755.257153,762607591266.6416,218973536399.76495,50765399798.25247,60186253383.631805,26674203251.01711,43026948900.145485,28569059604.600235,318669484517.1197,22510361212.92314,23453414727.603016,760623334475.1926,219125885656.7132,50810503652.2164,60034477130.1788,26681672206.087368,43145387763.35043,28850259544.025406,316538476380.50366,0.9229093960039543,0.9229463332116983,3.693720774415099e-05,0.000326156756930078,0.18558440412527066
