,dim_PCA,dim_PCA_std,percent_NRM,percent_NRM_std,PRESS_PCA,PRESS_NRM,PRESS_PCA_std,PRESS_NRM_std,PRESS_diff,PRESS_diff_std,PRESS_pVal,PRESS_PCA_c1,PRESS_PCA_c2,PRESS_PCA_c3,PRESS_PCA_c4,PRESS_PCA_c5,PRESS_PCA_c6,PRESS_PCA_c7,PRESS_PCA_c8,PRESS_PCA_c9,PRESS_PCA_c10,PRESS_NRM_c1,PRESS_NRM_c2,PRESS_NRM_c3,PRESS_NRM_c4,PRESS_NRM_c5,PRESS_NRM_c6,PRESS_NRM_c7,PRESS_NRM_c8,PRESS_NRM_c9,PRESS_NRM_c10,cosine_PCA,cosine_NRM,cosine_diff,cosine_diff_std,cosine_pVal
85.0%,3.8,0.6164414002968975,90.92674981990189,0.8108366396405636,3625865488486.462,3624846269316.1577,1747296061187.0002,1748807149748.1138,-1019219170.3052734,22391843182.40531,0.156602882017336,116242854918.4644,64042480501.591644,2088529102984.3245,380174183079.0842,117033699680.25943,121542969254.00978,69129861008.62212,69231599559.27315,57989224708.81951,541949512792.0128,116354790652.43938,64094812232.30079,2088740121599.4946,378335927454.3823,117076912957.8787,121582665288.06279,69132470183.70259,69262441627.42227,58002629013.14773,542263498307.32587,0.8543983581613892,0.8545141755404607,0.00011581737907109701,0.0016465267052300752,0.00253736785550599
85.5%,3.94,0.5969924622639716,91.24468165470894,0.7619699756489804,4311317340834.305,4309130813838.9204,2918225274331.2354,2912789621027.4053,-2186526995.3866577,40223549625.78574,0.05953765520191779,125368486762.44527,64924646389.857086,2741898074955.83,385312392472.2509,121614566770.55492,121493590017.18002,68633295404.43435,69099814454.22032,60423303420.7065,552549170186.8252,125483864540.22784,64956385963.59815,2738727110265.168,385542758487.82275,121717758686.05888,121510294086.68672,68635857597.79757,69132522756.09499,60421087449.41606,553003174006.0479,0.8471452975252367,0.8470721394827572,-7.315804248010816e-05,0.0003672019839578806,7.465209611980872e-05
86.0%,4.17,0.6009159675029446,91.74114314355093,0.6389375657689529,5259782255550.7,5261036343601.965,4445917556449.23,4459979188168.972,1254088051.2670264,58709153310.24608,0.04961324326130095,149782927500.4718,72369909566.22415,3500404528770.2983,413066322750.738,212323625452.251,120692193641.61879,76214136445.79811,71964673898.56906,66756278874.82172,576207658649.9039,149816074370.92822,72520765054.84686,3501587450792.136,413307625272.3942,211302770674.99597,120864329932.67604,76241771481.13843,71992287875.25621,66715063597.07262,576688204550.5199,0.8349242980375482,0.8348284385359982,-9.58595015502317e-05,0.00042862478774049583,0.0007072581236009138
86.5%,4.4,0.7071067811865483,92.16585768148286,0.6537867539241181,6482593792689.018,6495740997984.722,7241822174405.37,7270131440131.2705,13147205295.705402,249577998912.27606,0.24797695110160245,166739853286.39053,163431697211.24774,4353564346585.2793,474361137084.47485,335627681521.4878,129515323481.27498,79427547804.62566,84327176526.71626,104125097421.34166,591473931766.1749,166801997809.5677,155771896232.9028,4351625985754.4062,473326990957.6697,359839559699.12054,129632304268.04694,79464671271.56552,84430868604.34064,102702311860.29645,592144411526.8058,0.820741379450584,0.8209262806990325,0.00018490124844871335,0.0019283564711196912,0.04501188446836671
87.0%,4.61,0.6913031173081747,92.52427542753954,0.5552030055280956,7231898643933.119,7229154643138.46,7631363706904.126,7616935281838.199,-2744000794.6574755,298063676258.8398,0.29749865120626195,191714474145.36676,175902383700.86255,4729472857953.23,500799236171.1902,538038456632.5429,178605627618.06558,79102965582.25186,89868802967.79144,114503615935.29205,633890223226.5227,191750422381.04953,168371965217.5217,4726299643449.847,500061228718.2693,546167425434.8412,178769326448.74927,79142976999.30923,89739723999.29648,113024101316.01924,635827829173.5559,0.8084025403115319,0.8085624497336191,0.0001599094220871533,0.001939631862396138,0.14871185095600323
87.5%,4.77,0.7050531894828933,92.7808762094204,0.5753013058398173,8633486300335.634,8647205181066.38,11118290459274.84,11178985419569.97,13718880730.742538,315504864465.3738,0.0920311845328354,244895997378.1741,212378071255.78503,5312283015441.209,522923013860.1692,577984255260.9332,177406082590.73032,79143084548.05557,155518741888.27353,120755274075.69728,1230198764036.6074,247683529307.94345,204225720075.38043,5317516891961.785,521221142885.86444,591657582178.2117,177611402488.70395,79245820671.45938,155066227674.03445,119662074043.13576,1233314789779.8577,0.7982984636541495,0.7984416942595461,0.00014323060539677245,0.0019490857093852438,0.11852387379698198
88.0%,5.08,0.7573638491504596,93.25306207555944,0.5739414979275005,30645897483119.074,37179585774158.06,119300467765898.55,169820023920777.97,6533688291038.981,62136511142456.38,0.2637995846253631,311017615148.89813,180754386739.1175,24127785253941.164,701400475698.8827,685537361349.1781,244133405911.19125,90102600765.40103,2646532116219.1045,256770863904.05856,1401863403442.079,314491098467.7524,180648202438.9254,24665349291932.066,720194622009.0732,700005615333.0918,244316881519.5939,90246128973.19176,8596494565761.356,253919631516.72937,1413919736206.2764,0.7763119048194166,0.7760657185570361,-0.0002461862623807104,0.001938224912658806,0.05547376726176119
88.5%,5.47,0.8179853299418031,93.75975025022024,0.5036297500475857,108310430884837.31,110362447319482.28,632822482975429.4,584682732435587.4,2052016434644.9587,96092134392784.89,0.08129332564998845,59762539217544.4,1893896860454.7778,27661432951526.023,1016919640703.2959,9747014035447.898,656449869876.946,572140723205.7716,5028161078015.393,588964631998.5376,1382911876064.254,52686406372021.26,964106860727.8291,28405647037356.37,1038713813951.4158,12526457968168.482,636442508573.0549,451988279535.0508,11514029172973.822,742492178625.5201,1396163127549.4453,0.7392910422821392,0.7387069311319985,-0.0005841111501408663,0.0028438697761484226,0.013955675735869692
89.0%,5.71,0.8281907992727281,94.04342335068439,0.40744747029518813,98534945031553.6,113117789415170.36,627278307102382.5,596681499999370.6,14582844383616.766,203666580959248.4,0.3900199359079518,60313109065659.54,1950154800640.1418,17499290470968.02,2376903763124.1,9929190246661.498,613779960746.6255,651254123976.6228,2793861421814.1426,964993766906.4318,1442407411056.4958,72299427927468.42,1019187725761.0144,17568226936081.09,2495997492313.562,12708704612221.76,598066925377.7355,531004503473.6247,3378609866419.2686,1074516151322.2471,1444047274731.6672,0.7265251824251806,0.7260666922081146,-0.0004584902170662941,0.003011276635603417,0.07892053727037836
89.5%,6.08,0.9019977827023745,94.41263339131523,0.3966719454184068,1.3747268506655534e+16,8599924538284982.0,1.3243894471484344e+17,8.14691073322832e+16,-5147343968370556.0,5.097734808553431e+16,0.44939054842060555,60819773066895.47,925095656226.953,1.3656519982113516e+16,2592730801613.449,1789488079577.0461,4347455059018.0996,794263450909.6047,10763698430240.014,1113640727513.2822,7602379270017.822,72869855049035.69,963097496296.091,8501957383239407.0,2700488535945.9204,1043946165798.1168,4544571812183.409,676350450212.7853,6319209921105.773,1200033427430.012,7649602187563.496,0.7022186579288093,0.70220074840877,-1.7909520039626204e-05,0.00425077861211015,0.17661162784567375
90.0%,6.61,1.018773772728765,94.85778642956932,0.33362839251817067,1.6589578387945508e+16,1.0706113506246306e+16,1.3377463890442478e+17,8.293606643221402e+16,-5883464881699200.0,5.404901524490904e+16,0.32038068918795515,639801960675581.2,1317602406981.7166,1.5562308177537388e+16,18107805111250.03,217881819983331.8,5406491558058.428,795609007606.9688,17410678232377.016,116643705115010.64,9904538317915.727,1482719233329971.2,1362701304160.9636,8781015398335077.0,84296350938805.95,204145436176385.44,5701711691654.308,942170931312.0569,14829836785588.168,120544043167385.16,10556623585964.94,0.6592687530927149,0.6595334387748018,0.0002646856820871815,0.00616798472330976,0.2437793945162675
90.5%,7.1,1.1789826122551597,95.1898264536605,0.28330036621028143,4508677773681974.0,2281076774447505.5,3.0022039478810004e+16,1.6923248017525588e+16,-2227600999234466.2,2.9570917882587556e+16,0.07603410568515136,624729513486266.8,1798295185283.5178,40429653929491.72,19949917084096.004,218453897464972.62,1554112997422.1743,203553360821.84583,65457161797197.73,2873856009014058.5,662245659362360.4,1454118964026552.2,1809325053768.7979,42875276321329.81,87987359228664.98,205485860225164.47,1625459831555.0479,174224667245.80328,15607422585761.32,30445294151742.105,440947588355722.4,0.6691769694255446,0.6687265277175706,-0.00045044170797363197,0.004487261237748429,0.2990959214526674
91.0%,7.72,1.319696934905889,95.54792728587373,0.25354742918687256,6887951603960136.0,3849155891094246.5,3.849529024628162e+16,2.630769070617175e+16,-3038795712865888.5,2.8344908348779144e+16,0.003548921708441747,5306946643888.738,1768883531451.8596,785713643221993.0,5121656454402.347,2504383176999095.5,9059640690092.04,445231611249.01917,57127255713357.88,2855021624189219.0,664003544905385.9,5488740193234.26,1748517646843.8193,846439865794230.2,7052950306127.722,2507583847006527.0,14318569877090.447,415324859742.2578,4830346045331.715,15229604617030.383,446048124748088.3,0.6679560257115417,0.668465538880389,0.0005095131688474988,0.007634442105407636,0.3322421202721664
91.5%,8.43,1.491676908717167,95.89668888550594,0.20039615235011407,6292403842318130.0,4.6775772969756264e+16,5.376620807626472e+16,3.794985981081303e+17,4.048336912743812e+16,3.708183163452835e+17,0.0009179235476966764,4930623195989.452,2489179156630.2974,775751466253453.9,21841147344131.24,9305178526824.197,9001824232076.713,352210805772.36346,3167777712728.0713,94090909379052.27,5371473525711481.0,5245245485267.246,2320554515415.739,824861614528225.9,13798985481649.273,9385474383874.4,14258538829391.41,352791006558.2007,8667464116631.521,3.724777328951699e+16,8649109011892237.0,0.6905488597191947,0.6904257211426065,-0.00012313857658823396,0.01366235836923033,0.01903026711614881
92.0%,9.26,1.694815624190431,96.21446495402417,0.19710668321243624,1.3064873110603368e+16,5.418284855795716e+16,9.165629935003763e+16,3.867710825697562e+17,4.1117975447353736e+16,3.707827165286584e+17,0.005184225531032783,2868847375632.9956,2657243977925.912,7558652595442209.0,34194859329688.977,1389010552490.5134,156158860557.48105,163835583821.97693,6296682600840.107,90225734780015.2,5368268142100181.0,3023477465489.845,2319195759049.304,7994637425290724.0,283466644624263.75,1444482966912.9976,158480975140.89795,165082531497.4531,12057725562603.393,3.724315691981143e+16,8642419122970004.0,0.7387104321317518,0.7364371617267166,-0.0022732704050356465,0.008606525764998733,0.02202570264893562
92.5%,10.28,1.8712562625145701,96.55025985103404,0.1787604920026619,7727003805449585.0,8410710887266892.0,7.506638448863512e+16,7.944700798078045e+16,683707081817313.2,5029483803600538.0,2.9804775851484396e-08,534830459896.2816,159850320993.5022,7552400594945357.0,13734151734836.312,264777401625.88144,97773161048.05392,153985120325.94437,154551489208731.47,3089507794386.1963,2016845302384.0078,545669482005.8244,164521849738.95325,7989095530627841.0,271047290473253.4,283958981946.1855,100532399994.48761,154727349265.18848,144733209224974.4,2746373609378.337,1839073268497.8862,0.7933070317174699,0.7902874978884218,-0.0030195338290484285,0.008018624256285484,1.8979754775421348e-07
93.0%,11.46,2.0611647192788833,96.87693097528128,0.16166795714665833,3817244743112.7783,3977004346487.239,4566898958498.797,4965883111696.161,159759603374.46222,645476313078.0565,5.009986541221738e-11,213994849455.91183,108627657043.07901,1627952110339.1907,683161773062.8779,134679733103.35329,79456548068.55595,60520649216.58167,81165043087.07982,147465561051.68576,680220818684.4597,218992539268.15656,113316374919.33679,1710352326487.8474,705175075633.3677,138053875243.71042,79243455954.47574,60520797267.88868,82285206793.08305,165646288806.24768,703418406113.1243,0.8360798936396513,0.833305674526486,-0.0027742191131652064,0.00427734128895317,1.0865350085036195e-09
93.5%,12.74,2.1661948204166688,97.17510469788334,0.14044461720503187,2605419917021.492,2686381136509.083,2089430928958.484,2192560440950.983,80961219487.58997,170038279868.79004,2.201923197492152e-12,125651536809.35199,77006101011.58162,1109714040006.7742,381340495995.94336,99010217237.40729,75003775343.2965,47384327705.37106,71520139072.2462,139679473025.19278,479109810814.3267,130765578248.4267,80265469825.1504,1164281147827.1077,384260863571.64233,101100995426.15318,75482232267.17569,47630927332.04792,72513243812.76347,146960047742.31253,483120630456.30225,0.8691243878525152,0.8663381058712403,-0.0027862819812749006,0.004775269327025676,2.9955051713902106e-10
94.0%,14.28,2.2675096471680107,97.47939879778943,0.12773900095514928,2253602238494.9487,2307791981862.33,994560079496.8307,1005588925985.325,54189743367.38181,68832919406.08818,8.802809816566192e-14,73897223495.29863,66806931189.52225,990929242877.8867,325469749859.70776,86579858967.9208,72082043313.08438,42452148714.85551,65729485210.559784,69045960081.07518,460609594785.0379,76631970420.32657,69761309993.26128,1029085248208.5969,330863397563.5709,87839410347.70802,72293877803.53342,42785073802.05542,66195813970.67561,71731258334.7852,460604621417.8168,0.8824836715346716,0.8798986819288914,-0.0025849896057804156,0.0033424581959385145,8.139713836303197e-14
94.5%,15.99,2.3558225739643466,97.76844466089624,0.1086298760026883,2020403580612.5703,2065892656835.6362,672895670274.7677,718352447252.3066,45489076223.064445,64190005378.881325,8.303582149243268e-11,66257650108.99006,56327281256.77372,905841180774.2059,295055030613.14453,76543857498.91963,72127115979.38177,38329824630.99275,56473774450.613914,58952801811.586845,394495063487.9613,71957255388.83769,58722183563.38601,934591604284.8899,301134899645.7488,77918146386.48108,71883838946.87303,38948497413.33871,57182429120.94796,61462405837.688576,392091396247.44446,0.8955246998440793,0.8933081513388004,-0.002216548505279472,0.0033962767172644047,6.9122266279962255e-12
95.0%,17.91,2.379474731952412,98.0454333246096,0.09099792034640927,1884611591883.581,1924716259795.924,377981560796.50586,409464573746.2971,40104667912.34211,47946721673.73964,9.904522892412965e-12,48242930568.768135,48827585429.33015,869460386101.7231,274589797358.6504,67779814906.46791,70330730181.4646,35492265099.42442,53628613586.31565,51186917829.2484,365072550822.1886,50854672661.34299,51060389143.8044,896778846302.3654,279067050641.39,68536153362.200714,70177612988.45198,36010131126.22306,54435885196.726974,53284259653.02486,364511258720.3938,0.9037013546722434,0.9015716237488856,-0.0021297309233580487,0.002503151032009444,2.005534251506086e-14
95.5%,20.01,2.3515739410020684,98.30617230830345,0.07854550531271923,1812102811896.9517,1839103869960.8306,337769496559.2564,369521199650.6815,27001058063.878563,61649761264.14123,4.75974096749115e-08,43134988502.718605,42507208983.84626,841621048550.5004,264298796086.70844,66255393415.015564,69522000990.46997,33910454639.703976,51727743481.06073,47387875129.428535,351737302117.49896,45529633610.663025,45078505077.273125,858575188186.4727,268326745169.51477,67400948167.174065,69622338880.72896,34496344816.066086,52739098917.808586,49409765435.53705,347925301699.59174,0.9082336393047654,0.9064713490464275,-0.0017622902583381073,0.0022205724966934412,1.3342953499027622e-13
96.0%,22.33,2.375099997894825,98.55357244655386,0.07294957582832098,1782184268325.8557,1808228491495.329,339394526368.7282,372387207891.886,26044223169.473988,48484140262.91942,4.215212434450588e-06,40020415335.34841,38948449456.02992,826387378410.495,260041721970.43274,66145575140.96756,70027869852.75249,33676006267.739803,51160027791.064354,45249436430.40188,350527387670.62225,42098101514.18948,41311612405.98222,844894750444.7098,263425294482.98065,66844403764.33912,69888024280.5143,34161041326.803024,52107613183.12119,47470914560.90621,346026735531.78235,0.9101121341865824,0.9083639018503143,-0.0017482323362686147,0.0021943636371507943,8.37671941690257e-12
96.5%,24.99,2.2471982556063,98.79922708107415,0.053472180479967976,1757896564568.4368,1773349316668.8494,304015629341.70087,331247390015.85455,15452752100.4124,41312759240.49386,0.0019040300514065042,37272181293.361946,36457861859.32857,808956551151.669,256628882060.2683,65333621034.48162,71577554342.78433,33399863130.76972,51072985925.307655,43226783194.754715,353970280575.71124,39349134471.38975,38506356470.62639,819553419971.5692,259235311179.26266,65857154836.96118,71400174183.78436,33934714143.552174,51815837707.23911,45164901165.78888,348532312538.6755,0.9117623916904786,0.9103229799725931,-0.001439411717885578,0.001761664315712149,3.7942168434494496e-11
97.0%,27.87,2.1244057992765883,99.02822314310137,0.04354555634851304,1756793854849.4463,1771107863859.4185,326269058023.2209,358047013700.15515,14314009009.972317,43884977115.43911,0.005352060464998084,36087639172.448044,35794105677.34843,809048362774.5607,252118983048.68442,65998160920.68425,72923070165.84708,33340772540.259033,47934913325.85937,40854760529.293304,362693086694.46204,38076252838.2836,37825265880.98248,818986011708.6598,253695675943.9634,66971837270.0195,72574154611.10336,33730012146.4838,48762248393.1385,42943732279.50967,357542672787.27466,0.9127710954494842,0.9113712522025275,-0.0013998432469569133,0.001698292139153976,4.067884888807612e-11
97.5%,31.03,2.095017899684869,99.24009980041674,0.040613004231351946,1736012321716.176,1746446503973.8171,278951551708.17505,310281353804.0076,10434182257.641518,42885339473.799965,0.08372368855732577,35936420796.18475,34110218794.668804,790735761783.6012,246448847941.85696,67895059292.62989,73836405887.55397,34196810214.23877,47646525354.762375,39859443043.13588,365346828607.54266,37555190893.6071,36200675090.57253,796819073511.8031,248594351759.65656,68611798354.56181,73549738644.0926,34642881957.66524,48389195994.386116,41806903938.22437,360276693829.2467,0.9138618816216872,0.9126379092235922,-0.0012239723980943973,0.0019256384867420192,3.4111142754357864e-09
98.0%,34.75,1.9254869513969706,99.44463518765096,0.03161266074131362,1712417953683.4094,1718623699355.9963,245605496557.30154,265359220590.22278,6205745672.58633,32260572247.939346,0.1890346959482626,34860707721.9194,34315039375.283764,768662190107.178,243236359458.93732,69101627356.96284,76068392598.16338,34526967693.30569,47045302428.55715,36751343440.44316,367850023502.65985,35931004865.17698,35949239216.46683,771725727469.1832,244934246082.99915,70075029761.60225,75735108322.5652,34767600952.28677,47917356856.362335,38507492022.51223,363080893806.8413,0.9160018321054557,0.9147596662853951,-0.0012421658200605478,0.001659921062618999,9.306713183378588e-11
98.5%,39.0,1.6733200530681511,99.62938083951308,0.023159972671007042,1716676934010.0671,1715449838280.4175,219636372822.18704,233885035582.79214,-1227095729.6492212,32484464459.581764,0.4270481369484205,34531258791.004425,35928697099.942635,755467396623.2822,241037756922.21387,71649311641.45938,80079799615.71497,36409503010.790184,48138569467.811066,38193858644.08034,375240782193.7679,35318078260.79636,37521331508.47634,752402080860.9968,242363242706.58582,72291847412.15295,79588099627.0161,36302223989.74502,48633402013.60363,40032214326.30155,370997317574.74304,0.9167729390460552,0.9158486201633219,-0.0009243188827330717,0.0018979708911922185,1.11192093310351e-05
99.0%,44.01,1.389208407691229,99.79162957416942,0.017096691569423582,1743514424375.6072,1742553369488.9043,203196549791.77557,223645260446.7468,-961054886.7019262,30594128610.116558,0.8365569764052994,39210054698.181564,37390340153.50223,759056215534.2031,245075902103.43298,73183083331.72215,83401819075.97089,40248768926.50489,49826236131.013664,36188251428.6434,379933752992.4327,40254867951.71018,39147502074.57518,756591719339.1711,246862872086.70862,73536318608.33585,82345088158.84265,39964358438.15115,50701572189.195274,38048902308.06711,375100168334.1475,0.9180814515387854,0.9171912137823881,-0.000890237756397495,0.0020039263461861167,5.750054383821226e-05
99.5%,50.26,0.9656086163658648,99.92523809479613,0.009739661506120456,3390610858883.6494,3445781016054.71,4874478331810.233,5132921784832.69,55170157171.061,366908541153.91785,0.22223549128693643,248986835892.74,217051274831.21545,1002022184624.9313,386216009692.742,230753360416.25992,224683806439.06027,197240816749.21368,216725965332.09274,156758878870.5759,510171726034.8194,253796562723.0947,231592799983.70535,1021365167188.6244,390069304232.33124,240292299030.2508,220231802759.0518,200781786505.79517,207451052544.76462,163946056270.82578,516254184816.2674,0.8590689890260937,0.8570233867981588,-0.0020456022279351518,0.00931064833506563,0.0030724215044493825
