,PRESS_PCA,PRESS_NRM,PRESS_diff
dim74,1528372296402.64,1524947392247.4563,-3424904155.1835938
dim75,1526979238214.615,1524715832278.3066,-2263405936.3083496
dim76,1523345454175.5513,1521049638108.2676,-2295816067.2836914
dim77,1519358691030.5872,1516909571159.2073,-2449119871.379883
dim78,1513692248824.8235,1511091480449.3909,-2600768375.432617
dim79,1516046208618.855,1513215032085.7456,-2831176533.109375
dim80,1512371781712.1138,1509879152112.306,-2492629599.8078613
dim81,1510183805068.5986,1507682580526.5732,-2501224542.0253906
dim82,1507651751943.6946,1504890155055.9482,-2761596887.746338
dim83,1504019980946.5828,1500852426332.912,-3167554613.6706543
dim84,1499056429175.3057,1496021453890.0325,-3034975285.2731934
dim85,1496863107974.606,1493346055247.729,-3517052726.876953
dim86,1493214154171.3762,1489790144873.0225,-3424009298.35376
dim87,1489508696577.4187,1486705063814.1162,-2803632763.30249
dim88,1487327254765.0376,1484022130659.8103,-3305124105.227295
dim89,1488537883890.615,1485725462793.4778,-2812421097.137207
dim90,1484822267781.2024,1481009430994.8638,-3812836786.338623
dim91,1484383232985.181,1480590250638.251,-3792982346.929932
dim92,1479770791286.2395,1476068803077.941,-3701988208.298584
dim93,1476912054154.884,1473205468981.96,-3706585172.924072
dim94,1475140766160.3472,1471272665143.2087,-3868101017.138428
dim95,1473690785855.6616,1469619759721.1074,-4071026134.554199
dim96,1472405028609.8997,1469430664203.992,-2974364405.907715
dim97,1471838344416.872,1468199634159.9014,-3638710256.970703
dim98,1469194148695.2502,1465619445389.5383,-3574703305.711914
dim99,1467687360054.6477,1463578565952.5774,-4108794102.070313
dim100,1467137674039.1506,1463390945495.627,-3746728543.5236816
dim101,1465942309412.146,1462257739958.8315,-3684569453.314453
dim102,1462531539955.905,1458893574774.472,-3637965181.4331055
dim103,1462471637345.8154,1458004436438.1394,-4467200907.676025
dim104,1460786260774.8496,1456956934750.3484,-3829326024.5012207
dim105,1458991549557.46,1455102367135.6543,-3889182421.805664
dim106,1459398192118.1565,1455652218198.6,-3745973919.556397
dim107,1458551732129.8716,1454211319079.5566,-4340413050.314941
dim108,1459955905979.8047,1455256196996.7605,-4699708983.044189
dim109,1459546218346.8716,1455972743868.1748,-3573474478.6967773
dim110,1461225202524.5996,1457704861464.1565,-3520341060.443115
dim111,1460196702405.0264,1457012761617.0205,-3183940788.0058594
dim112,1457554402109.3818,1454431786954.4946,-3122615154.887207
dim113,1459335433838.4675,1455598582636.5007,-3736851201.966797
dim114,1460006230872.5725,1457308490718.0928,-2697740154.4797363
dim115,1457829926692.0962,1453776909887.5088,-4053016804.5874014
dim116,1457278450208.1985,1453893437657.0132,-3385012551.1853027
dim117,1455340935676.6606,1451687189041.1504,-3653746635.510254
dim118,1456661448821.838,1452935199919.6887,-3726248902.14917
dim119,1458859596611.028,1454541965156.2546,-4317631454.7734375
dim120,1460092507671.422,1456220474359.3235,-3872033312.098633
dim121,1460441324712.1626,1456406021565.278,-4035303146.8845215
dim122,1463172684768.7117,1459086901021.632,-4085783747.07959
dim123,1464344960752.4712,1460533258283.7402,-3811702468.730957
dim124,1462616752411.0762,1458816442570.385,-3800309840.691162
dim125,1462906193225.077,1458542682350.7744,-4363510874.30249
dim126,1464627468968.114,1460859315713.7378,-3768153254.3762207
dim127,1465415178334.255,1461319410811.2124,-4095767523.042481
dim128,1467703141826.5432,1463982250063.0234,-3720891763.519776
dim129,1465467051498.9482,1462006072427.3418,-3460979071.6064453
dim130,1467095790917.99,1463903952104.2031,-3191838813.786865
dim131,1470860532134.3992,1467219537248.5525,-3640994885.84668
dim132,1471823978961.1514,1468260785185.5835,-3563193775.567871
dim133,1471850025185.816,1468274651391.7725,-3575373794.043457
dim134,1471634545765.902,1468179193791.798,-3455351974.104004
dim135,1472297119702.6436,1468720331866.7195,-3576787835.9240723
dim136,1473663456705.3977,1469430899668.8503,-4232557036.5473633
dim137,1476785767469.4573,1473688480788.9795,-3097286680.477783
dim138,1477324369889.0232,1474239035885.2915,-3085334003.731689
dim139,1479383029804.546,1476106517653.136,-3276512151.409912
dim140,1478389340339.7373,1475690384574.843,-2698955764.894287
dim141,1480497956409.598,1477381792702.6472,-3116163706.950684
dim142,1479186585988.4531,1475984312153.1306,-3202273835.32251
dim143,1480679713157.7002,1477959898811.5122,-2719814346.1879883
dim144,1482567750028.961,1479706768335.0154,-2860981693.9455566
dim145,1479995017351.9568,1476811559652.6052,-3183457699.3515625
dim146,1478108587358.589,1475237708881.1453,-2870878477.443848
dim147,1481045549695.8618,1478377682331.6216,-2667867364.2402344
dim148,1481209987830.035,1478664460256.7307,-2545527573.304199
dim149,1481358284177.4773,1478663603479.287,-2694680698.190185
dim150,1479415180000.179,1476785423989.469,-2629756010.709961
