,dim_PCA,dim_PCA_std,percent_NRM,percent_NRM_std,PRESS_PCA,PRESS_NRM,PRESS_PCA_std,PRESS_NRM_std,PRESS_diff,PRESS_diff_std,PRESS_pVal,PRESS_PCA_c1,PRESS_PCA_c2,PRESS_PCA_c3,PRESS_PCA_c4,PRESS_PCA_c5,PRESS_PCA_c6,PRESS_PCA_c7,PRESS_PCA_c8,PRESS_PCA_c9,PRESS_PCA_c10,PRESS_NRM_c1,PRESS_NRM_c2,PRESS_NRM_c3,PRESS_NRM_c4,PRESS_NRM_c5,PRESS_NRM_c6,PRESS_NRM_c7,PRESS_NRM_c8,PRESS_NRM_c9,PRESS_NRM_c10,cosine_PCA,cosine_NRM,cosine_diff,cosine_diff_std,cosine_pVal
85.5%,4.0,0.0,87.27494522974034,0.209245765952481,5731677425878.537,5731667558674.626,1316524105318.751,1316510839345.1453,-9867203.909125976,124714782.96781798,0.7206533187202941,121876101578.96304,49917627522.43371,4271567477099.455,448547918467.98334,100604391803.22514,102967023105.01097,67325414911.92628,66503379181.66618,52006805926.83216,450361286281.0402,121885223923.46812,49917874125.841156,4271557770825.8457,448532020108.4817,100604813532.44936,102968624753.08864,67325367635.953705,66505178465.07531,52006797364.33708,450363887940.0834,0.8232158637124999,0.8232151020290875,-7.616834123680416e-07,6.3925531708655285e-06,0.29749865120626195
86.0%,4.41,0.49183330509431733,87.98341766647593,0.6947774823526754,6159103866334.758,6159078932028.871,1644563941276.9321,1644563279404.0698,-24934305.88522949,231540371.07158893,0.48518973727290204,137659940378.40167,57453149853.66843,4622147197474.751,450789286676.109,103915454634.61867,100595063317.054,67287110772.935135,63717802405.45173,48787505282.04688,506751355539.7204,137670807901.96967,57444157676.37535,4622143720800.876,450769039467.997,103915989118.5791,100593326874.85336,67287309485.50052,63723541261.716034,48787508794.16141,506743530646.8413,0.8132208949825231,0.8132210870640187,1.9208149573013423e-07,1.1978988218358479e-05,0.7543660885045383
86.5%,4.99,0.09949874371066199,88.95958286193009,0.213326660643548,6576745190528.858,6577266839543.043,1741996283530.9807,1741467497986.7178,521649014.186748,9252739296.72596,0.1555994829260015,163220727332.78226,66034951679.6305,4905588485989.107,448025197367.3903,108221993573.7952,98713482379.01979,67247238569.35168,60557565465.23004,43709596628.2432,615425951544.3031,163238519838.8391,66018447445.79063,4905605965571.9,447987495071.1403,108222881757.75609,98621897416.44225,67247674985.71754,60568294262.48227,43709586671.58905,616046076521.3824,0.8004547169939107,0.8004111814117558,-4.353558215504427e-05,0.0005023250724067117,0.9616074190130767
87.0%,5.0,0.0,88.97601941796576,0.18778001317520354,6579511794488.06,6580033026324.574,1739733245167.4368,1739203209553.2017,521231836.51623046,9252764911.471836,0.14871185095600323,163648128922.31525,66224005877.52015,4905564840987.876,447793086169.6958,108224853210.96457,98762376495.94664,67249260182.70603,60516391601.47371,43571760967.727875,617957090071.8295,163666247378.42148,66207642881.29832,4905582083911.704,447755210038.5847,108225746552.41983,98670939336.57678,67249699526.31442,60527247527.996735,43571748654.04725,618576460517.2081,0.8003006959012654,0.8002571281261206,-4.356777514505805e-05,0.0005023226558736172,0.9835408496499783
87.5%,5.06,0.23748684174075824,89.06381791610892,0.30790705501180393,6641364693940.943,6641887600817.236,1767295249246.7822,1766762051002.6626,522906876.2965137,9253084445.473475,0.10098833668087576,165027855813.31915,72298433004.73547,4919858044910.657,489735538010.28766,107120978778.41826,102526841344.05164,65126844748.046906,58946269394.71344,43550837961.18314,617173049975.5272,165046842476.9485,72288208449.92035,4919870797222.977,489699744455.9986,107121820388.26576,102436096596.5952,65127245329.31059,58956724690.2559,43550806556.227936,617789314650.7362,0.7998175053833618,0.7997737640699246,-4.3741313437621886e-05,0.0005023333638492568,0.9397030087863819
88.0%,5.81,0.39230090491866015,90.10482610613917,0.4239490687725383,9739995272718.12,9736769064616.639,17563289712280.865,17520430524219.424,-3226208101.483457,45291428369.2777,0.042148596180625414,240726517209.77472,2243891003289.1504,5263004346586.437,1052817985905.317,98999463216.39272,134330323605.27739,40469248694.30879,40222709261.54095,46152103821.59568,579381571128.3271,240783239012.293,2239842147135.685,5262940704333.193,1052832550492.7295,98999727903.01375,134233743813.9315,40469358537.95285,40225248634.46176,46152038969.70671,580290305783.6708,0.7826472006891981,0.7825869403069753,-6.02603822226333e-05,0.0005032761397654255,0.000873782048900225
88.5%,6.0,0.0,90.35754034146038,0.15716985303315015,10225082165029.137,10220592744628.555,17531340125536.107,17488567781488.72,-4489420400.582998,44477799514.38326,0.01138653215292208,299949984608.3086,2365351064096.0,5304686243760.29,1302501005876.1406,97706739543.24098,173234576788.78546,34642764130.220566,35203794061.108826,46758598600.68011,565047393564.3651,300012628869.2707,2360840821501.0005,5304631828063.019,1302530336690.1538,97706794199.02557,173205330199.0634,34642770960.83657,35203549061.60317,46758534022.77962,565060151061.8029,0.7772836359488328,0.7772648385258069,-1.87974230256982e-05,7.075297851406798e-05,0.0001353358276290586
89.0%,6.26,0.4386342439892261,90.58117717627294,0.28339834463503005,1295314664762098.2,1344442652110576.5,1.1984315146923414e+16,1.246418956550351e+16,49127987348478.59,480032212838421.7,0.0014704626860340467,330338229847.2031,2355151064449.9253,1275996217281287.5,9970049333799.307,192993550887.16788,2638166568151.1426,33513852883.877934,35170202980.90209,1762803182998.5154,2000261494812.22,330476319973.5059,2350613572472.168,1325336214617062.2,9830964412462.57,192979981596.90305,2632066802292.83,33513612487.80015,35168323002.83393,1736144861199.064,1964509608026.6196,0.7401044104560648,0.7400804728014883,-2.3937654576260404e-05,0.00011052089524947571,0.00540908636227326
89.5%,6.99,0.09949874371066199,91.20741366274598,0.1621878627285732,6.032720020169539e+16,1.6515022561330915e+17,5.413315932004519e+17,1.5507037263890993e+18,1.0482302541161376e+17,1.0096271922589179e+18,3.323909134273585e-05,413394839940.8646,91132780837097.86,5.864900360918586e+16,1561650122900491.5,457907892630.8566,5993045844422.585,27422064016.0071,32301340223.80036,3384549551603.8174,15105067239120.055,413846380884.0187,67030267232180.59,1.5996724958006826e+17,5090428906435837.0,457801964737.868,6025328192071.834,27421378496.593773,32291869896.173206,3372165830789.486,15188003955977.83,0.655161138149094,0.65509181991785,-6.931823124418757e-05,0.0002461422893818994,9.794702493599269e-05
90.0%,7.49,0.4998999899979999,91.4595824404488,0.14687345363963306,5.643671535703022e+16,1.577356674382796e+17,5.413064760738706e+17,1.550575571972884e+18,1.0129895208124938e+17,1.009369662516227e+18,4.477204297201605e-07,267973398376.50363,90140208442308.58,5.628617188213186e+16,44919948441047.91,283274151666.4511,2793412711215.3687,27741970627.021313,45769437861.316696,631915302299.1226,11433231042965.787,268520516303.4135,65734068127926.6,1.5760987909821338e+17,44260333138735.84,283566586244.42847,2829452641744.058,27742569272.20481,45719294720.24334,632335089591.3043,11706602101679.805,0.7575151234349097,0.7572281125224705,-0.0002870109124390313,0.0016283737055166163,7.3402581855018425e-06
90.5%,8.48,0.4995998398718716,91.89879822444738,0.11366843207788004,3235169573680.0938,3244286645339.547,927215803707.4165,929498968650.4762,9117071659.45602,17832956448.519314,6.325119948951001e-10,78661540055.7301,62376618136.50436,1697926293684.047,640656794189.598,114047346178.19212,97282462552.70949,27879129092.298653,59988842689.70539,95720686603.45175,360629860497.8547,79095877299.21498,62191847925.30036,1704946026811.6392,641843400891.6414,114722712156.7917,97573055827.60321,27877804118.084923,59906967076.391716,96436698316.3378,359692254916.5422,0.8661172938275299,0.8660583211649865,-5.897266254286992e-05,0.000601507082934732,0.11531352011465917
91.0%,9.72,0.5114684741017765,92.33420259015776,0.0875585881990928,2562619807249.0723,2564916433037.713,520379200540.81537,526648939242.0912,2296625788.6401076,15810431425.478115,0.5135746748177931,68151997127.16742,70921236015.15546,1273868253086.8718,449066374764.8976,98036883262.91364,92825387842.02803,27603016366.142212,49240107683.89876,84060274135.11226,348846276964.8857,68189162444.290375,70479510807.81088,1275982572475.5322,449747831363.72815,98634318319.08209,93178876477.78189,27603876098.366016,49304969976.828674,84514506245.2534,347280808829.0396,0.8805095919698519,0.8804720871679348,-3.7504801916606875e-05,0.0013306596748338504,0.0010760569679083463
91.5%,11.25,0.6383572667401852,92.78175592286483,0.08000078550054616,2086657251392.021,2079383411540.1929,290211292542.13824,269031979745.15924,-7273839851.828161,97211351599.27852,0.7103849915044168,65098900271.04306,78954179190.09322,1010815280717.6575,343328506159.76697,75981005612.65031,71795637962.98802,27154829930.704178,40006202016.15874,69263067501.03458,304259642029.9239,65225192003.127,80607324759.762,1011847910750.6512,333491007055.3456,76116737902.59491,72066249369.95038,27157970884.09781,40002556375.05264,69280006334.64612,303588456104.9652,0.8921339789275379,0.8929836496099433,0.0008496706824049449,0.007733065462014745,0.004366821956689125
92.0%,13.15,0.7123903424387504,93.23174907002951,0.06082093133556864,2145807529603.3757,2150312196225.0493,255245326992.03946,258525383317.84848,4504666621.673862,6294359994.391996,6.751982352861727e-10,61675263156.645485,85031257879.84761,1071251320986.7806,335051167133.1161,73282757730.5478,58623803186.18866,26913298880.99364,42376290483.96062,71380683841.61496,320221686323.6799,61760681476.61866,85508790824.85684,1074423212120.3324,335999369518.5598,73290343560.52887,58641475320.64698,26906678950.79042,42372332706.97177,71434250323.48744,319975061422.25604,0.8908887740131745,0.890712888980946,-0.00017588503222878082,0.0006698682638180671,0.00012446005056465921
92.5%,15.72,0.9282241108697838,93.65962808159279,0.04328018226170598,2092040935064.146,2100608937845.0132,233013224518.4805,238676429929.52493,8568002780.867497,11064555644.818651,4.89558604600016e-11,62306997771.451866,85080362009.6648,1080235316225.5133,271107042292.22656,83343708363.38965,61480391385.18383,26950374417.28945,55746673311.431046,64597265778.253944,301192803509.74146,63112953907.65089,86544283159.19069,1086795045217.4225,271730492868.09924,83432724618.21368,61424768669.16677,26863070073.580544,55470568358.339325,64852347562.41023,300382683410.9392,0.8961880370259385,0.8958551773656894,-0.0003328596602488454,0.0004942402312620513,1.8927494096165374e-09
93.0%,19.28,1.0400000000000005,94.09790999947377,0.03022974669479572,2202595272282.449,2222842710046.947,270667883226.19412,279393043719.25476,20247437764.498486,10781384470.980085,3.896559845095909e-18,61003378376.70159,75280320078.31061,1201365034338.857,269311668149.42322,90885806834.87244,65974555850.93564,29410385356.51902,68488382224.36179,70449753694.38719,270425987378.0798,62449107725.394226,77197159667.98372,1216107465532.9614,270601134354.63416,92185273691.25385,66033517227.194916,29533773543.646378,69005200972.21866,71307520134.85132,268422557196.80786,0.8987797028936088,0.8980516534627846,-0.0007280494308242636,0.0004755378340826097,4.9610417082651575e-18
93.5%,23.61,1.1652896635600958,94.52547982712687,0.025686483249977774,2220763201993.346,2240347781102.607,249705178181.7933,263946382997.4954,19584579109.260643,46552516528.357056,4.0576791041155326e-15,55687206544.34413,60027276224.44189,1225090189301.9597,262864500645.59042,89271837164.0851,66396104803.19703,32379926950.09728,82266562587.54576,76245801970.49348,270533795801.5917,56887882810.305534,62094069467.54472,1239317153993.8286,263887381411.45227,91212265045.70494,66478527066.62636,32586150884.749725,83271156278.39459,77653311623.59355,266959882520.40643,0.9012889488731172,0.9006037613281527,-0.0006851875449653389,0.0007279438450175588,2.540385380669566e-13
94.0%,28.84,1.2705904139414872,94.95848718702646,0.02409056058229134,1959977768585.24,1977831426424.343,215613918492.02783,223501164881.50766,17853657839.102863,11612191428.367054,6.906672275406012e-18,35679096156.27591,43722677480.424675,1077542654432.9786,209082344216.34323,73539948053.79546,66590415668.85056,33087998725.82467,81282493840.85226,66687802859.33092,272762337150.56332,36112342318.443405,45669998801.18242,1091287853273.1101,209432603143.29474,75540510976.88416,66689459741.62581,33266325898.85491,82367885628.57852,68288202952.57613,269176243689.79208,0.9125679535269833,0.9121508139640992,-0.0004171395628840247,0.000544368456064808,2.4829640944730308e-14
94.5%,34.69,1.361579964599951,95.38347102516394,0.021200947648584798,1821371980500.7346,1829453305137.6587,179374100745.63632,185614004194.3359,8081324636.924187,35581160986.93427,5.312985024488013e-13,28378431248.011143,36577959098.65274,984991285254.8287,195701092608.93475,63189565262.53724,65309135582.91454,32321096004.519737,74739523951.64682,60016613556.112434,280147277932.576,28714142408.166103,38897384590.38983,991131252179.4973,195124174261.1438,64170964193.512314,65401099088.61948,32506597008.870987,75696567918.00368,61014024815.18466,276797098674.27057,0.9170299059500526,0.9167604482617991,-0.0002694576882538291,0.0011370859869106083,2.5640148638462555e-10
95.0%,41.28,1.3272528018429637,95.81167806671158,0.016176264667438392,1728946970533.229,1731315511451.9832,147875524179.76135,150251990371.00406,2368540918.752815,30127928214.36001,2.2004304714429118e-07,26059796201.508427,30731376213.88225,925222067767.1655,191033340630.31958,58718060988.90875,63231460901.14527,31112166633.81627,66176852656.371124,51499424009.31035,285162424530.8014,26549095607.712013,32106178554.627213,925941492527.3599,190644163384.1067,59316020376.38017,63298483422.19588,31293820459.508236,67048971796.83605,52422487511.67413,282694797811.582,0.9199044908931426,0.9196492237874995,-0.0002552671056427924,0.000672569047832631,1.9707786938896796e-11
95.5%,48.52,1.3746272221951674,96.23099411425699,0.016155775525546374,1674902492576.4985,1679423079289.537,134624188603.33601,138015659438.57758,4520586713.037554,15791849021.211443,0.00018087164966483978,24465649851.359726,28272167199.05621,883774263178.0814,193204946978.8905,56380843209.470665,62090441775.12127,29868894067.53575,58995453626.37803,46454104116.29543,291395728574.3105,24770560866.12741,29774226397.77345,886758654559.919,192999243641.2536,56860860978.789055,62135595261.523575,30048436575.370678,59914281938.9968,46971858400.86282,289189360668.9204,0.9212914966713263,0.9210459943645268,-0.00024550230679927786,0.0006028920918681667,1.1163086794902334e-10
96.0%,56.79,1.358639024906911,96.6551981001692,0.014249662238346603,1645395434738.61,1647130764002.6755,123819976308.45917,128744075959.23065,1735329264.06635,8939691476.758463,0.06335450012274496,23774646197.80127,28074228474.39706,862258188417.1971,195513849070.66913,52516176327.344574,60688152111.97736,28882504207.518578,53326811663.14247,44181249628.41981,296179628640.1421,23808715940.164948,29103964762.886105,862736325953.9425,195841735463.66415,52950755112.193634,60727700187.89096,29063064854.539486,54145651033.104904,44740089265.57691,294012761428.7124,0.9217763050743839,0.9216689017385501,-0.00010740333583460271,0.0006158711559012104,1.7532632363263363e-10
96.5%,66.18,1.3370115930686597,97.07687476236593,0.012079508781183409,1572626399194.655,1572602159343.376,110117115045.75159,113853146694.65686,-24239851.27998047,13033105130.485909,0.5916968660875195,22467612801.60594,26290768459.74932,813438995717.0802,194866170162.5949,50078237598.87072,58898704378.31122,27224975960.05577,46872658549.54083,39790484826.539406,292697790740.3071,22679346270.78085,27267938370.640778,813233472683.4491,194589988391.41724,50357215851.9803,58929270290.118484,27398661481.77234,47646786210.91766,39990323626.33572,290509156165.9629,0.9241067848041236,0.924058160307172,-4.8624496951095164e-05,0.00030784798082399655,0.000322542720366873
97.0%,76.92,1.3317657451669205,97.4961826460275,0.010479332650717058,1535795787291.3943,1534445822707.9172,101682748064.22797,104112636669.90721,-1349964583.4785132,4077401230.818455,0.0022125636913517266,21830823834.158504,24325433695.407246,786060636511.5808,196203325419.50403,49262270382.701355,57974397151.87693,26329645267.968174,45169931803.82207,37456136817.16638,291183186407.20917,22019676015.420727,25109559662.381523,784640513101.7561,196028270290.6955,49473715306.71819,57994635263.247,26496093593.86081,45771258887.61265,37836006324.07011,289076094262.1539,0.9254404040935359,0.9253979646266103,-4.243946692603307e-05,0.00014378971505958068,0.0019040300514065042
97.5%,89.36,1.3078226179417456,97.91412891891923,0.008658298218014109,1488163886815.706,1484314485048.7065,94326854533.17958,95440028758.75435,-3849401767.0000267,9066400458.621098,2.6743020071878626e-11,21609022986.29376,21936305387.77662,753596252009.0088,195253391810.56238,48114460053.14365,56452806008.0524,25049099917.274803,41169074971.72844,35171789942.86643,289811683728.9992,21833650608.01941,22519182780.94821,750208167134.0084,194994579731.59793,48253024446.11542,56459934185.353386,25183475165.998287,41597727074.56396,35453019597.40787,287811724324.6939,0.927017910477605,0.9270200946906096,2.184213004634561e-06,0.0001790350194485554,0.31538302187180656
98.0%,104.19,1.2057777573002428,98.3306220818608,0.00712267142473027,1460222220398.057,1457214322358.0457,95353378984.97038,97692040771.41473,-3007898040.01093,4586327975.373719,1.1428849939458334e-11,20776117935.03181,21453235898.4846,729908505953.534,195594652952.23636,48146761413.50405,55395449738.74809,24355409641.412895,41137630299.07039,33490861096.666004,289963595469.3685,21061480478.156532,22195106369.68062,727058968210.4077,195415859871.17383,48263935258.341125,55387663048.13287,24477280701.168976,41399925688.38393,33872750837.805874,288081351894.7947,0.9278219682527,0.9277788754982537,-4.309275444701832e-05,0.0005313350263917679,0.014638113950059876
98.5%,122.59,1.2417326604386314,98.74907824225043,0.006210623451455663,1458135544780.6565,1454004921756.1582,89770150879.46071,91366136446.16641,-4130623024.498284,5513354850.950735,1.043664781540866e-15,20456273304.253815,21101009468.268993,723008760491.0463,198227579387.6178,47901683763.45798,55138286993.762146,24047699499.59378,44124740819.877884,31450914607.983906,292678596444.7936,20562893470.555557,21406789791.177795,719548151199.244,198076224842.15356,47998970344.05807,55122715634.87654,24158763930.97502,44288477222.9059,31776054408.49835,291065880911.71295,0.9277379473297604,0.927816044741972,7.809741221235123e-05,0.0002488895658773284,8.214826707417161e-06
99.0%,146.89,1.1215614116043762,99.16683948804769,0.004269833407412805,1467472926851.1475,1464356505449.9316,88134925023.44164,88930499848.54617,-3116421401.215408,1870231449.7807355,2.3413085997284582e-17,20533581885.840557,19477630282.391975,725522973627.6012,204337319309.93036,47271432947.118935,54613587154.45724,23966701205.912235,46168341726.20894,27966891678.063076,297614467033.62274,20626721854.12918,19685909589.206493,722988449414.3567,204354057326.53513,47337784520.6732,54590645124.769875,24055966097.08233,46280536292.92021,28198645444.330933,296237789785.9278,0.9274643904249235,0.9275232954984767,5.890507355356345e-05,0.00011413765003117116,9.1341680976782e-08
99.5%,184.18,0.9631199302267596,99.58460446708995,0.0022890971391659075,1501420655346.5332,1499671395305.1982,89194200926.07776,89968746533.77231,-1749260041.335288,1863431495.3242285,1.8077109641911269e-12,19542325886.686253,19993047645.90246,748575481985.7412,214562819416.7146,45781488859.22459,55812715417.68367,24594063076.40799,41330554196.86387,27294893978.49778,303933264882.81104,19594675739.39745,20227301467.621,747211838961.0854,214666556117.4919,45827071867.22854,55791153602.02783,24644290404.931835,41356748883.47725,27445665156.976597,302906093104.95966,0.9264644001432287,0.9264808751074786,1.6474964249818536e-05,9.43103119401633e-05,0.029011054990631654
